area_type,availability,location,size,total_sqft,bath,balcony,price,Distance_to_nearest_MRT_station_m
Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,1525.0,2.0,2.0,91.48,7405.48
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843.0,3.0,2.0,85.0,1971.18
Super built-up  Area,18-Aug,Ananth Nagar,2 BHK,1000.0,2.0,3.0,25.0,5318.5
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1642.0,2.0,1.0,115.0,359.33
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0,6992.71
Super built-up  Area,Ready To Move,Austin Town,2 BHK,975.0,2.0,1.0,60.0,9344.48
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,44.0,3568.12
Super built-up  Area,18-Feb,Panathur,2 BHK,1210.0,2.0,1.0,77.93,5867.55
Super built-up  Area,Ready To Move,Rammana Layout,3 BHK,2000.0,3.0,2.0,100.0,5205.4
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1225.0,2.0,0.0,68.0,6793.16
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1290.0,2.0,1.0,80.04,3638.71
Built-up  Area,Ready To Move,Remco Bhel Layout,2 BHK,1220.0,2.0,0.0,56.0,7752.62
Plot  Area,Ready To Move,A Narayanapura,1 Bedroom,1500.0,2.0,0.0,85.0,8075.67
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1361.0,2.0,2.0,79.0,3930.06
Plot  Area,Ready To Move,Frazer Town,5 Bedroom,2801.25,4.0,1.0,462.0,4822.78
Built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,1394.0,2.0,2.0,85.0,3129.19
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,870.0,2.0,1.0,27.0,1454.73
Plot  Area,Ready To Move,Marasandra,4 Bedroom,5000.0,5.0,3.0,300.0,7947.53
Super built-up  Area,18-May,Rajaji Nagar,2 BHK,1222.0,2.0,2.0,98.0,695.2
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1420.0,2.0,1.0,99.39,1032.49
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1846.0,3.0,2.0,135.0,1114.1
Plot  Area,Ready To Move,Benson Town,2 Bedroom,1688.12,2.0,1.0,270.0,3025.18
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1167.0,2.0,2.0,64.08,465.3
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,902.0,2.0,2.0,25.0,9023.58
Super built-up  Area,Ready To Move,Kannamangala,4 BHK,2422.0,4.0,3.0,135.0,6316.32
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1050.0,2.0,2.0,52.5,6398.74
Built-up  Area,Ready To Move,Rajapura,2 BHK,1000.0,2.0,0.0,50.0,7064.34
Built-up  Area,Ready To Move,Kundalahalli,2 BHK,1260.0,2.0,0.0,58.0,3546.18
Built-up  Area,Ready To Move,Banashankari Stage II,3 Bedroom,3000.0,3.0,2.0,450.0,5328.71
Super built-up  Area,Ready To Move,Jigani,2 BHK,939.0,2.0,2.0,39.0,6494.25
Plot  Area,Ready To Move,Konanakunte,9 Bedroom,1590.0,6.0,1.0,150.0,4922.01
Plot  Area,Ready To Move,Jalahalli,1 Bedroom,600.0,1.0,0.0,37.0,573.05
Built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1298.0,2.0,1.0,59.0,4498.05
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1710.0,3.0,2.0,135.0,1370.63
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,1000.0,2.0,1.0,45.0,5227.23
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,3350.0,3.0,3.0,150.0,2533.41
Plot  Area,Ready To Move,Bagalakunte,2 Bedroom,1200.0,4.0,1.0,138.0,9768.9
Built-up  Area,Ready To Move,RPC layout,2 BHK,1100.0,2.0,2.0,68.0,4120.52
Super built-up  Area,Ready To Move,Jalahalli,1 BHK,615.0,1.0,1.0,46.0,693.66
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,1350.0,2.0,1.0,85.0,1981.0
Built-up  Area,Ready To Move,Sultan Palaya,4 Bedroom,5000.0,5.0,2.0,325.0,3139.31
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,2700.0,3.0,1.0,501.0,7893.19
Plot  Area,Ready To Move,Vijaya Bank Layout,6 Bedroom,4000.0,6.0,2.0,460.0,4770.38
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1718.0,3.0,2.0,130.0,3283.41
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680.0,3.0,2.0,112.0,2805.78
Plot  Area,Ready To Move,Hulimavu,2 Bedroom,1500.0,2.0,0.0,90.0,1922.26
Super built-up  Area,18-May,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,72.0,814.12
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1179.0,2.0,1.0,51.0,7115.2
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1315.0,2.0,0.0,60.48,1401.68
Super built-up  Area,18-Mar,Phase 1 Kammasandra,2 BHK,1105.0,2.0,2.0,28.18,9113.69
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1800.0,3.0,2.0,175.0,342.0
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,1010.0,2.0,1.0,52.0,7770.68
Super built-up  Area,18-Jan,Electronic City,1 BHK,630.0,1.0,1.0,46.0,1616.13
Plot  Area,19-Apr,Anekal,2 Bedroom,1200.0,2.0,1.0,36.1,6007.24
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1025.0,2.0,1.0,60.0,9596.34
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1195.0,2.0,2.0,59.0,8761.61
Super built-up  Area,18-Feb,Whitefield,2 BHK,1012.0,2.0,1.0,58.0,850.37
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1884.0,4.0,2.0,118.0,6297.58
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,1090.0,2.0,1.0,37.0,5785.67
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1300.0,3.0,2.0,77.99,5171.03
Super built-up  Area,Ready To Move,Amblipura,4 BHK,2950.0,4.0,2.0,250.0,6159.36
Super built-up  Area,Ready To Move,Harlur,3 BHK,1710.0,3.0,3.0,85.0,1261.03
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1500.0,3.0,1.0,68.0,1318.8
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,1310.0,2.0,2.0,53.0,9854.83
Super built-up  Area,18-Dec,Dommasandra,2 BHK,674.0,1.0,1.0,19.9,4265.9
Built-up  Area,Ready To Move,Hoodi,3 BHK,1350.0,3.0,2.0,70.0,9455.62
Built-up  Area,Ready To Move,Hennur Gardens,3 BHK,1464.0,2.0,2.0,115.0,6361.66
Built-up  Area,Ready To Move,Marsur,3 BHK,715.0,2.0,1.0,29.0,7366.2
Built-up  Area,18-Dec,Electronic City,3 BHK,1400.0,2.0,1.0,40.45,1796.22
Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,1625.0,2.0,2.0,48.75,1232.56
Built-up  Area,18-Dec,Electronic City,2 BHK,1065.0,2.0,1.0,30.76,1316.51
Plot  Area,Ready To Move,Kumaraswami Layout,6 Bedroom,510.0,4.0,1.0,70.0,5866.63
Super built-up  Area,Ready To Move,HMT Layout,3 BHK,1385.0,3.0,3.0,90.0,5623.12
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1040.0,2.0,1.0,50.0,1910.64
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1817.0,3.0,2.0,110.0,1794.72
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,1205.0,2.0,1.0,47.0,3763.0
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,1070.0,2.0,2.0,33.43,3756.86
Super built-up  Area,Ready To Move,Kodathi,2 BHK,1070.0,2.0,1.0,52.0,5995.09
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1340.0,2.0,1.0,75.0,3690.6
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,980.0,2.0,2.0,35.0,7333.65
Built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1006.0,2.0,0.0,44.0,4005.84
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1098.0,2.0,1.0,71.0,1426.85
Built-up  Area,Ready To Move,Mico Layout,2 BHK,1200.0,2.0,1.0,53.5,3050.54
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,4190.0,4.0,2.0,325.0,5216.17
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1019.0,2.0,1.0,62.0,1612.63
Super built-up  Area,18-May,Whitefield,2 BHK,1150.0,2.0,2.0,40.21,1380.85
Plot  Area,Ready To Move,Anekal,3 Bedroom,1733.5,3.0,1.0,120.0,6934.81
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,2 BHK,1415.0,2.0,2.0,120.0,9118.73
Built-up  Area,21-Dec,"Electronic city Phase 1,",3 BHK,1750.0,3.0,2.0,58.0,5513.5
Super built-up  Area,18-Dec,Raja Rajeshwari Nagara,3 BHK,1537.0,3.0,2.0,81.0,3318.41
Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,1050.0,2.0,2.0,45.0,8919.38
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452.0,3.0,3.0,55.6,1893.48
Super built-up  Area,Ready To Move,Domlur,2 BHK,1246.0,2.0,1.0,95.0,1784.75
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1890.0,4.0,2.0,85.0,953.54
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,972.0,2.0,1.0,40.0,1997.5
Plot  Area,Ready To Move,5th Block Jayanagar,4 Bedroom,10624.0,4.0,2.0,2340.0,4810.09
Plot  Area,Ready To Move,Brookefield,4 Bedroom,1500.0,5.0,3.0,160.0,1669.05
Super built-up  Area,18-Aug,Electronic City,1 BHK,630.0,1.0,1.0,33.7,1889.64
Plot  Area,18-Mar,Kothanur,8 Bedroom,1050.0,5.0,0.0,80.0,2471.37
Built-up  Area,Ready To Move,Shingapura,3 BHK,1255.0,2.0,1.0,60.0,9357.81
Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,1900.0,4.0,2.0,185.0,1171.38
Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,2440.0,3.0,1.0,142.0,9834.89
Super built-up  Area,21-May,Kanakpura Road,3 BHK,1938.0,3.0,3.0,92.69,1137.51
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1711.0,3.0,2.0,125.0,1944.12
Plot  Area,Ready To Move,Nagarbhavi,5 Bedroom,1200.0,4.0,3.0,240.0,3374.81
Super built-up  Area,18-Jul,CV Raman Nagar,2 BHK,1392.0,2.0,1.0,95.0,1651.13
Super built-up  Area,18-Mar,Haralur Road,2 BHK,1225.0,2.0,1.0,77.0,1438.53
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3418.0,3.0,2.0,235.0,1373.45
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1750.0,3.0,2.0,120.0,4564.46
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1260.0,2.0,1.0,80.0,7939.17
Super built-up  Area,19-Dec,Sarjapur  Road,1 BHK,691.0,1.0,1.0,31.1,1028.97
Plot  Area,Ready To Move,BTM 2nd Stage,4 Bedroom,2400.0,3.0,2.0,400.0,6869.89
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1285.0,2.0,1.0,78.0,1103.89
Built-up  Area,Ready To Move,Hebbal,3 BHK,1590.0,3.0,2.0,96.0,1946.75
Super built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,1571.0,3.0,2.0,65.0,3200.42
Built-up  Area,Ready To Move,Hebbal Kempapura,5 Bedroom,2800.0,5.0,1.0,220.0,4398.1
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1060.0,2.0,1.0,48.66,4696.17
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255.0,2.0,1.0,58.0,1296.88
Plot  Area,Ready To Move,Govindapura,4 Bedroom,702.0,4.0,0.0,65.0,4629.11
Plot  Area,Ready To Move,Lal Bahadur Shastri Nagar,3 Bedroom,2400.0,2.0,2.0,185.0,6439.44
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1520.0,2.0,3.0,81.0,1846.96
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1530.0,2.0,2.0,70.99,1654.48
Super built-up  Area,Ready To Move,Gollahalli,2 BHK,1170.0,2.0,1.0,45.51,7059.73
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,1580.0,3.0,2.0,75.0,3623.02
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1777.26,3.0,2.0,89.0,7857.94
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,2.0,55.78,2332.83
Built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1680.0,2.0,3.0,59.0,8504.57
Built-up  Area,Ready To Move,Whitefield,3 BHK,1495.0,2.0,2.0,70.0,1100.07
Super built-up  Area,18-Mar,Yelahanka,3 BHK,1835.0,3.0,1.0,108.0,1300.46
Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,610.0,3.0,1.0,60.0,5453.29
Built-up  Area,Ready To Move,Nagawara Junction,2 BHK,1080.0,2.0,2.0,38.0,9011.7
Built-up  Area,18-Dec,Electronic City,2 BHK,1025.0,2.0,1.0,29.61,951.85
Super built-up  Area,18-Aug,Haralur Road,2 BHK,1225.0,2.0,1.0,67.48,1478.77
Super built-up  Area,20-Jan,Balagere,1 BHK,656.0,1.0,1.0,34.77,3994.43
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,994.0,2.0,2.0,45.0,1645.76
Super built-up  Area,Ready To Move,Thirupalya,2 BHK,1025.0,2.0,1.0,65.0,9335.55
Built-up  Area,Ready To Move,Marathahalli,2 BHK,1156.0,2.0,2.0,52.0,1321.53
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1250.0,2.0,2.0,60.0,544.05
Built-up  Area,Ready To Move,Kundalahalli,4 Bedroom,3092.0,4.0,3.0,230.0,3854.85
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1930.0,4.0,2.0,122.0,6646.94
Built-up  Area,Ready To Move,New Thippasandra,2 BHK,1020.0,2.0,1.0,70.0,6413.19
Built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,1310.0,2.0,1.0,70.0,7048.3
Super built-up  Area,19-Dec,Jalahalli,1 BHK,612.5,1.0,0.0,27.565,644.61
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1322.0,2.0,3.0,70.0,928.26
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1160.0,2.0,2.0,57.0,3642.22
Super built-up  Area,Ready To Move,5th Block Hbr Layout,2 BHK,1100.0,2.0,2.0,48.0,6048.54
Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1720.0,3.0,3.0,150.0,2144.7
Super built-up  Area,18-Jul,Hosur Road,3 BHK,1689.0,3.0,2.0,103.0,8503.28
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1090.0,2.0,1.0,47.42,2753.9
Super built-up  Area,Ready To Move,KR Puram,2 BHK,2000.0,2.0,0.0,75.0,920.44
Super built-up  Area,Ready To Move,Venugopal Reddy Layout,2 BHK,1155.0,2.0,2.0,69.0,7436.45
Built-up  Area,Ready To Move,Vishveshwarya Layout,6 Bedroom,4000.0,6.0,0.0,230.0,9160.92
Built-up  Area,18-Jun,Sarjapur  Road,4 Bedroom,3913.0,5.0,0.0,176.0,1865.3
Super built-up  Area,Ready To Move,Hebbal,3 BHK,3520.0,5.0,2.0,320.0,1949.2
Super built-up  Area,18-Jun,JP Nagar,2 BHK,1125.0,2.0,2.0,39.98,733.85
Built-up  Area,18-Apr,Yelahanka,3 BHK,1847.0,3.0,3.0,92.0,802.57
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1515.0,2.0,1.0,76.0,2760.48
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,3450.0,7.0,2.0,225.0,3637.09
Plot  Area,Ready To Move,Yelahanka,5 Bedroom,2500.0,3.0,1.0,120.0,1239.5
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1130.0,2.0,2.0,55.0,1521.86
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1049.0,2.0,1.0,51.0,1527.58
Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,2650.0,4.0,0.0,175.0,5555.18
Super built-up  Area,18-Dec,Varthur Road,2 BHK,850.0,2.0,1.0,25.4,9331.32
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,1842.0,3.0,2.0,115.0,6522.6
Plot  Area,Ready To Move,Govindaraja Nagar Ward,5 Bedroom,2600.0,5.0,3.0,370.0,2929.57
Super built-up  Area,20-Dec,Jakkur,2 BHK,1282.0,2.0,1.0,72.0,9982.6
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,800.0,2.0,1.0,40.0,6454.5
Plot  Area,Ready To Move,Gidada Konnenahalli,4 Bedroom,1200.0,4.0,2.0,240.0,4248.79
Super built-up  Area,18-Sep,Chandapura,3 BHK,1190.0,2.0,2.0,30.35,5539.21
Super built-up  Area,18-May,Magadi Road,3 BHK,1318.0,2.0,1.0,68.0,8698.12
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1698.0,2.0,1.0,105.0,1732.23
Super built-up  Area,Ready To Move,Jayanagar,3 BHK,2030.0,2.0,1.0,182.0,694.29
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,1276.0,2.0,1.0,31.9,7956.17
Super built-up  Area,Ready To Move,Shikaripalya,3 BHK,1555.0,2.0,1.0,67.0,4779.52
Super built-up  Area,17-May,Sarjapur  Road,3 BHK,1881.0,3.0,2.0,145.0,1834.5
Super built-up  Area,Ready To Move,frazertown,3 BHK,2900.0,3.0,2.0,325.0,9254.1
Super built-up  Area,18-Jul,Yelahanka,3 BHK,1890.0,3.0,2.0,109.0,1032.98
Super built-up  Area,Ready To Move,M V Extenstion,5 BHK,900.0,5.0,2.0,135.0,3913.19
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,935.0,2.0,1.0,32.0,9829.23
Super built-up  Area,Ready To Move,Cox Town,2 BHK,1000.0,2.0,3.0,58.0,3736.65
Super built-up  Area,Ready To Move,Singasandra,3 BHK,1510.0,3.0,2.0,75.0,9252.65
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1120.0,2.0,1.0,50.0,1863.65
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,930.0,2.0,1.0,25.99,6791.81
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1160.0,2.0,2.0,42.0,1575.68
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,2.0,48.1,3090.73
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,1175.0,2.0,2.0,62.0,3358.44
Built-up  Area,Ready To Move,Bellandur,3 BHK,1350.0,2.0,1.0,63.0,1694.6
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2215.0,3.0,2.0,330.0,6537.32
Super built-up  Area,Ready To Move,Attibele,2 BHK,996.0,2.0,1.0,24.9,5943.13
Super built-up  Area,19-Dec,Anjanapura,2 BHK,1076.0,2.0,1.0,30.13,6518.48
Super built-up  Area,Ready To Move,Off Bannergatta road,4 BHK,2180.0,4.0,3.0,115.0,6442.68
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1715.0,3.0,3.0,112.0,4202.52
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1072.0,2.0,2.0,45.0,1134.46
Super built-up  Area,Ready To Move,Panathur,2 BHK,1230.0,2.0,1.0,80.0,4476.56
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,1600.0,2.0,1.0,65.0,2391.33
Super built-up  Area,18-Dec,Thanisandra,3 BHK,1411.0,3.0,1.0,93.25,1967.57
Built-up  Area,Ready To Move,Rayasandra,5 BHK,3600.0,5.0,3.0,145.0,4071.79
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,2404.0,3.0,2.0,138.0,434.64
Plot  Area,Ready To Move,Sahakara Nagar,4 Bedroom,1200.0,4.0,2.0,190.0,7134.13
Plot  Area,18-Apr,Nagarbhavi,3 Bedroom,1200.0,3.0,2.0,226.0,7271.25
Built-up  Area,Ready To Move,Doddathoguru,3 BHK,1208.0,3.0,1.0,45.0,2307.95
Plot  Area,Ready To Move,Yeshwanthpur,5 Bedroom,1700.0,5.0,2.0,300.0,696.86
Super built-up  Area,18-Dec,Haralur Road,2 BHK,1225.0,2.0,1.0,69.84,1742.24
Super built-up  Area,18-Sep,Hebbal,2 BHK,1162.0,2.0,1.0,69.0,1084.78
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1262.0,2.0,1.0,65.0,1146.4
Super built-up  Area,18-Apr,Konanakunte Cross,2 BHK,1050.0,2.0,2.0,35.0,768.99
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1160.0,2.0,1.0,33.51,1790.81
Plot  Area,18-Jul,Channasandra,3 Bedroom,1500.0,3.0,1.0,61.95,6093.39
Super built-up  Area,Ready To Move,Vaderahalli,3 BHK,1610.0,3.0,3.0,85.0,3575.63
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1340.0,2.0,2.0,41.0,1301.92
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2275.0,4.0,2.0,182.0,1471.16
Super built-up  Area,Ready To Move,Budigere,2 BHK,1162.0,2.0,1.0,58.0,4562.23
Built-up  Area,Ready To Move,Manorayana Palya,2 Bedroom,1500.0,2.0,0.0,145.0,6137.59
Plot  Area,Ready To Move,Hiremath Layout,4 Bedroom,3150.0,3.0,1.0,135.0,7207.18
Super built-up  Area,18-Jul,Hosa Road,2 BHK,1170.0,2.0,2.0,65.0,5291.64
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,980.0,2.0,1.0,25.0,1737.13
Built-up  Area,Ready To Move,Channasandra,3 BHK,1800.0,3.0,2.0,60.0,6521.35
Super built-up  Area,20-Dec,Banashankari Stage VI,3 BHK,1423.0,2.0,1.0,71.73,5265.27
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1106.0,2.0,3.0,40.0,3677.31
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,1105.0,2.0,2.0,27.6,3725.04
Plot  Area,Ready To Move,Cunningham Road,4 Bedroom,7500.0,6.0,2.0,1800.0,8864.1
Super built-up  Area,Ready To Move,Tirumanahalli,2 BHK,1255.0,2.0,1.0,56.7,4069.25
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1525.0,2.0,2.0,65.0,899.51
Super built-up  Area,17-Aug,Babusapalaya,2 BHK,1061.0,2.0,1.0,38.95,7492.43
Plot  Area,19-Mar,Hoskote near,2 Bedroom,600.0,2.0,2.0,29.5,6303.56
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1400.0,2.0,2.0,40.45,1889.47
Super built-up  Area,Ready To Move,Domlur,3 BHK,2100.0,3.0,2.0,145.0,1235.83
Super built-up  Area,Ready To Move,Electronic City,2 BHK,660.0,1.0,1.0,16.5,1144.58
Built-up  Area,Ready To Move,Kengeri,2 BHK,633.0,1.0,1.0,18.0,1400.88
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1260.0,2.0,3.0,120.0,6191.62
Super built-up  Area,Ready To Move,ITPL,2 BHK,907.0,2.0,0.0,55.43,5411.0
Super built-up  Area,18-Oct,Hennur Road,3 BHK,2047.0,3.0,2.0,67.55,7856.19
Built-up  Area,Ready To Move,"Haralur Road,",4 BHK,2597.0,4.0,3.0,189.0,8316.93
Built-up  Area,Ready To Move,Bellandur,2 BHK,1211.0,2.0,1.0,63.0,1823.58
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1904.0,3.0,2.0,129.0,9810.0
Super built-up  Area,20-Jan,Balagere,2 BHK,1205.0,2.0,1.0,73.87,4866.59
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1164.0,2.0,2.0,64.08,658.05
Super built-up  Area,Ready To Move,Mahaganapathy Nagar,2 BHK,1410.0,2.0,2.0,73.0,5759.81
Built-up  Area,Ready To Move,Green View Layout,2 BHK,1150.0,2.0,1.0,42.0,7739.57
Super built-up  Area,18-Jul,Udayapur Village,2 BHK,1170.0,2.0,2.0,53.11,6331.87
Built-up  Area,Ready To Move,Hennur,2 BHK,1420.0,2.0,1.0,62.0,1992.53
Super built-up  Area,Ready To Move,Panathur,2 BHK,1125.0,2.0,2.0,45.0,6186.71
Built-up  Area,Ready To Move,NRI Layout,3 BHK,1789.0,3.0,3.0,75.0,9667.44
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1021.0,2.0,1.0,76.0,1801.96
Super built-up  Area,18-May,Ananth Nagar,2 BHK,1074.0,2.0,2.0,26.85,9320.31
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1222.0,2.0,3.0,48.0,8700.93
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1981.0,3.0,1.0,134.0,6214.11
Built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1103.0,2.0,2.0,55.0,425.89
Super built-up  Area,Ready To Move,Adugodi,2 BHK,1201.0,2.0,1.0,65.0,5592.24
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,970.0,2.0,1.0,36.0,824.28
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,920.0,2.0,2.0,33.0,1428.79
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1520.0,3.0,3.0,85.0,552.53
Plot  Area,Ready To Move,Chikkathoguru,3 Bedroom,675.0,3.0,2.0,75.0,6676.75
Super built-up  Area,17-Nov,Sonnenahalli,3 BHK,1268.0,2.0,1.0,75.0,9818.22
Super built-up  Area,Ready To Move,Thippasandra,1 BHK,660.0,1.0,0.0,30.0,9380.18
Super built-up  Area,Ready To Move,Harlur,3 BHK,1755.0,3.0,2.0,115.0,994.06
Super built-up  Area,Ready To Move,Hoskote,2 BHK,945.0,2.0,1.0,35.0,5106.65
Carpet  Area,18-Jul,8th Phase JP Nagar,1 BHK,500.0,1.0,1.0,33.0,5967.69
Super built-up  Area,Ready To Move,Harlur,4 BHK,2820.0,4.0,0.0,153.5,1232.64
Built-up  Area,Ready To Move,Bommenahalli,4 Bedroom,1632.0,3.0,0.0,140.0,8589.47
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1167.0,2.0,2.0,37.5,5572.11
Super built-up  Area,Ready To Move,Domlur,2 BHK,1276.0,2.0,2.0,80.0,1486.52
Built-up  Area,Ready To Move,Thanisandra,2 BHK,1234.0,2.0,2.0,51.0,1823.62
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1180.0,2.0,1.0,75.0,3611.86
Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,1370.0,2.0,2.0,87.0,3925.48
Super built-up  Area,18-Sep,Chandapura,2 BHK,1015.0,2.0,2.0,25.88,6141.74
Plot  Area,Ready To Move,RK Colony,9 Bedroom,1200.0,9.0,3.0,230.0,6048.05
Built-up  Area,Ready To Move,Electronic City,3 Bedroom,1400.0,3.0,1.0,90.0,1153.58
Plot  Area,Ready To Move,Whitefield,5 Bedroom,1500.0,6.0,3.0,155.0,860.02
Plot  Area,Ready To Move,Bagalakunte,2 Bedroom,1050.0,2.0,0.0,40.0,6410.75
