area_type,availability,location,size,total_sqft,bath,balcony,price,Distance_to_nearest_MRT_station_m
Super built-up  Area,20-Apr,Viviani Road,3 BHK,2214,3,2,350,9680.42
Super built-up  Area,18-Apr,Devanahalli,1 BHK,658,1,1,26.91,4742.05
Carpet  Area,18-Dec,Bhoganhalli,2 BHK,896.9,2,1,78.74,3463.29
Plot  Area,Ready To Move,Giri Nagar,4 BHK,4000,3,2,750,6076.14
Built-up  Area,Ready To Move,KR Puram,2 BHK,1035,2,2,40,1157.42
Plot  Area,Ready To Move,Whitefield,4 BHK,2064,5,2,225,1347.1
Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,1839,3,3,160,3498.45
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1200,2,2,44,1758.42
Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,488,1,1,20,2486.6
Built-up  Area,Ready To Move,Banashankari Stage II,3 BHK,1200,2,1,198,8077.88
Built-up  Area,Ready To Move,Sampangirama Nagar,5 BHK,2760,5,2,140,3478.44
Super built-up  Area,Ready To Move,Gunjur Palya,2 BHK,993,2,2,42,9685.69
Super built-up  Area,Ready To Move,Hoodi,2 BHK,1225,2,1,45,4351.1
Plot  Area,Ready To Move,TC Palaya,2 BHK,900,2,0,55,9179.19
Built-up  Area,Ready To Move,Sompura,2 BHK,825,2,1,32,9775.02
Super built-up  Area,Ready To Move,Bellandur,4 BHK,3596,4,2,359,1373.47
Plot  Area,Ready To Move,Hosahalli Extension,6 BHK,1350,4,1,203,8091.78
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1800,3,3,92,1244.85
Super built-up  Area,Ready To Move,Shankarapuram,2 BHK,925,2,1,100,4290.58
Super built-up  Area,21-Mar,Kanakpura Road,2 BHK,1167,2,1,63,1331.69
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1150,2,1,41,998.9
Super built-up  Area,18-Aug,Byatarayanapura,1 BHK,650,1,1,50,9874.31
Built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,675,1,1,27,915.5
Plot  Area,Ready To Move,Doctor Layout Rayasandra,2 BHK,2260,3,1,90,7124.48
Super built-up  Area,18-Apr,Anwar Layout,1 BHK,720,1,0,32.39,7385.25
Plot  Area,Ready To Move,Whitefield,3 BHK,4800,4,2,600,1445.7
Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,1100,2,1,58,3324.37
Super built-up  Area,Ready To Move,Pillanna Gardens,2 BHK,550,1,1,20,3813.27
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330,2,1,58,1466.02
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320,2,1,160,443.61
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,1685,4,2,185,770.09
Super built-up  Area,Ready To Move,Ullal Uppanagar,6 BHK,2400,5,2,75,8334.5
Super built-up  Area,18-Apr,Banashankari,3 BHK,1770,3,3,108,786.26
Super built-up  Area,Ready To Move,Prithvi Layout,3 BHK,2100,3,3,125,3262.89
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,1000,2,3,42,4995.93
Plot  Area,Ready To Move,Banashankari Stage VI,4 BHK,600,5,1,105,4367.96
Plot  Area,Ready To Move,Ramamurthy Nagar,4 BHK,2916,5,1,230,813.39
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1419.59,2,1,65,1090.79
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,1400,3,2,81,7751.43
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,750,2,1,37.49,4617.62
Super built-up  Area,Ready To Move,Bannerghatta,2 BHK,1070,2,1,87,6563.02
Super built-up  Area,18-Dec,Kannamangala,3 BHK,1536,3,1,107,9214.73
Built-up  Area,Ready To Move,Koramangala,3 BHK,1710,3,2,210,646.88
Carpet  Area,Ready To Move,JP Nagar,3 BHK,2400,3,3,196,497.31
Super built-up  Area,18-Mar,Sarjapur  Road,3 BHK,1773.5,2,2,102.92,1246.96
Super built-up  Area,18-Apr,Electronic City,2 BHK,1342,2,1,72,1346.88
Super built-up  Area,Ready To Move,Chandra Layout,3 BHK,1600,3,2,130,4239.29
Super built-up  Area,19-Dec,Kanakapura,1 BHK,938,1,1,50,7438.01
Super built-up  Area,Ready To Move,Budigere,3 BHK,1820,3,2,99,5092.46
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,2439,4,3,170,3704.73
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665,3,2,78,1707.86
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,1850,3,2,150,7273.59
Built-up  Area,Ready To Move,Bommanahalli,2 BHK,1091,2,1,40,1237.04
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,1346,2,1,74.03,1051.92
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1720,3,2,224,688.08
Built-up  Area,Ready To Move,Brookefield,4 BHK,3675,4,3,176,1383.69
Super built-up  Area,18-Jun,JP Nagar,2 BHK,1060,2,2,33.95,412.38
Built-up  Area,18-Dec,Whitefield,2 BHK,1059,2,1,57,1034.21
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1299,2,1,97,998.48
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1491,3,2,85,1732.59
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,1200,2,2,85,2457.97
Built-up  Area,Ready To Move,Yelahanka,4 BHK,2088,5,0,110,1431.97
Super built-up  Area,Ready To Move,Hulimavu,1 BHK,581,1,1,29,1341.86
Super built-up  Area,Ready To Move,Devarabeesana Halli,2 BHK,1296,2,2,70,7057.28
Super built-up  Area,Ready To Move,Doctors Layout,2 BHK,1125,2,1,55,9140.08
Built-up  Area,Ready To Move,Electronic City,3 BHK,1275,3,1,70,1841.3
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1095,2,2,55,2902.15
Plot  Area,Ready To Move,Sarjapur  Road,5 BHK,10000,4,2,975,818.44
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1330,2,2,74,5985.11
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1135,2,2,60,1527.43
Super built-up  Area,Ready To Move,Whitefield,1 BHK,516,1,1,39,1469.32
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,1194,2,1,51,7559.35
Plot  Area,Ready To Move,Banaswadi,5 BHK,2250,5,2,240,984.89
Super built-up  Area,Ready To Move,Electronic City,2 BHK,770,1,1,38,1575.84
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3930,5,2,330,1019.18
Super built-up  Area,18-May,Chikkalasandra,3 BHK,1355,3,2,54.2,3501.05
Built-up  Area,Ready To Move,Abbigere,8 BHK,3000,8,0,150,5373.61
Built-up  Area,Ready To Move,Harlur,4 BHK,2569,4,1,175,1651.87
Built-up  Area,Ready To Move,Hebbal,4 BHK,3758,4,2,450,857.44
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1116,2,3,51.91,1289.43
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1707,3,2,115,3410.07
Plot  Area,18-Apr,AECS LAYOUT A-BLOCK Singasandra,5 BHK,1200,5,1,225,4588.09
Super built-up  Area,Ready To Move,Sultan Palaya,2 BHK,1070,2,2,49,8567.01
Built-up  Area,Ready To Move,Whitefield,4 BHK,6000,4,2,410,1556.94
Super built-up  Area,18-Apr,Tumkur Road,3 BHK,1240,2,1,83,3175.12
Super built-up  Area,19-Dec,JP Nagar,2 BHK,1300,2,1,91.65,476.77
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1700,2,2,76,5447.35
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1383,2,2,76.18,598.67
Built-up  Area,Ready To Move,Banashankari Stage I,5 BHK,3000,4,3,170,6307.23
Built-up  Area,18-Dec,Electronic City,2 BHK,1200,2,1,34.65,1637.98
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,935,2,3,45,1320.44
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072,4,2,151,4415.91
Built-up  Area,Ready To Move,Ramanjaneyanagar,4 BHK,2200,3,1,225,4497.54
Super built-up  Area,Ready To Move,Jalahalli,1 BHK,615,1,1,46,302.9
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1116,2,1,45,1161.15
Super built-up  Area,18-Dec,Whitefield,3 BHK,1639,3,2,107,1698.7
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1839,3,2,130,1753
Super built-up  Area,Ready To Move,Byatarayanapura,2 BHK,1300,2,2,63,4417.27
Super built-up  Area,Ready To Move,Horamavu Agara,1 BHK,625,1,1,27,9713.31
Super built-up  Area,18-May,Thanisandra,1 BHK,933,1,1,61,1402.88
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,2289,3,3,180,9418.85
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,2316,3,0,125,1648.12
Super built-up  Area,18-May,Electronic City,2 BHK,1005,2,1,39.77,1666.92
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1080,2,1,38,3595.31
Plot  Area,Ready To Move,Munnekollal,7 BHK,1200,5,3,185,4539.94
Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,910,2,3,36,3061.7
Plot  Area,Ready To Move,Hormavu,2 BHK,1200,2,0,73,8012.89
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1110,2,1,39.9,1213.33
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1142,2,2,56,3573.31
Carpet  Area,Ready To Move,2nd Stage Nagarbhavi,5 BHK,4000,4,3,240,5372.55
Plot  Area,18-Mar,Hormavu,3 BHK,1800,3,1,204,8735.34
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1005,2,1,55,3914.89
Built-up  Area,18-Apr,3rd Block Banashankari,3 BHK,1626.6,3,1,133,4213.61
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1074,2,2,54,2681.75
Carpet  Area,Ready To Move,Basavangudi,2 BHK,1230,2,0,80,5859.41
Super built-up  Area,Ready To Move,Electronic City,2 BHK,660,1,1,23,1218.44
Built-up  Area,Ready To Move,Coconut Grove Layout,2 BHK,1007,2,2,48,8345.53
Plot  Area,Ready To Move,2nd Block Hrbr Layout,4 BHK,1050,6,1,74,3678.66
Built-up  Area,20-Dec,Whitefield,3 BHK,1820,3,2,113,1221.46
Super built-up  Area,Ready To Move,Basapura,2 BHK,1100,2,1,60,8860.68
Plot  Area,Ready To Move,Anjappa Layout,2 BHK,1348,2,0,100,3467.58
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1230,2,2,66.25,9596.4
Super built-up  Area,18-May,Horamavu Agara,3 BHK,1176,2,1,37.62,9904.22
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1590,3,2,57,906.28
Built-up  Area,Ready To Move,Frazer Town,2 BHK,1200,2,1,78,5038.91
Built-up  Area,18-Jun,"Off Sarjapur Road,",2 BHK,1298,2,1,65,5606.8
Super built-up  Area,18-Jul,Hosa Road,2 BHK,1161,2,1,55.15,8434.74
Plot  Area,Ready To Move,Himagiri Meadows,4 BHK,1350,4,0,175,3191.85
Plot  Area,Ready To Move,4th Block HBR Layout,5 BHK,1200,5,2,138,7510.56
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1285,2,1,60,3515.02
Super built-up  Area,17-Jun,Electronic City,3 BHK,1644,3,2,92.59,941.57
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1819,3,1,150,8832.47
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,1205,2,1,85,7939.34
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,2350,3,3,300,7041.39
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1050,2,1,42,1867.68
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1270,2,2,62,3400.61
Super built-up  Area,18-Jun,9th Phase JP Nagar,3 BHK,1240,2,2,39.89,4411.9
Super built-up  Area,Ready To Move,Jigani,3 BHK,1221,3,3,70,5289.24
Built-up  Area,Ready To Move,Hoysalanagar,3 BHK,840,2,2,35,6458.3
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339,2,2,63,866.26
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,4303,5,2,300,9682.46
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1315,2,1,85,954.29
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1250,2,2,68,3394.92
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,850,2,1,27,3012.46
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1600,2,2,110,2051.26
Built-up  Area,Ready To Move,Electronic City,2 BHK,1250,2,1,62,1909.7
Super built-up  Area,Ready To Move,Motappa Layout,3 BHK,1312,2,1,56.5,8962.86
Super built-up  Area,Ready To Move,Kadugodi,4 BHK,3000,4,0,134,1429.11
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1300,2,2,28,1074.73
Built-up  Area,Ready To Move,Whitefield,3 BHK,1990,3,3,98,945.95
Super built-up  Area,Ready To Move,Medahalli,2 BHK,760,2,2,38.5,5543.75
Plot  Area,Ready To Move,Ambedkar Nagar,4 BHK,5000,4,2,536,4788
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,1614,2,2,59,1408.03
Plot  Area,Ready To Move,Judicial Layout,4 BHK,1500,3,2,162,9764.87
Super built-up  Area,Ready To Move,Basava Nagar,3 BHK,1182,2,1,60.1,7024.67
Super built-up  Area,Ready To Move,Avalahalli,2 BHK,1053,2,1,46.29,9229.52
Built-up  Area,Ready To Move,6th Phase JP Nagar,1 BHK,750,1,1,105,7556.15
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,2000,3,3,125,6326.73
Built-up  Area,18-May,Electronic City Phase II,3 BHK,1940,4,3,116,1825.53
Super built-up  Area,18-Dec,Hennur Road,3 BHK,1590,3,2,105,6299.58
Super built-up  Area,18-Oct,Chennammana Kere,2 BHK,1035,2,2,52.79,9080.4
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1075,2,2,53,2583.15
Plot  Area,Ready To Move,TC Palaya,2 BHK,900,2,0,55,3901.69
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1260,2,1,62,3710.63
Plot  Area,Ready To Move,Prashanth Nagar,6 BHK,1200,5,0,260,7111.91
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1702,3,2,107,1866.91
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1080,2,2,65,3875.65
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1189,2,1,45,3375.4
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,1035,2,1,39,3001.94
Super built-up  Area,18-Aug,Hennur Road,2 BHK,1200,2,1,36,5624.75
Plot  Area,Ready To Move,Mahalakshmi Layout,8 BHK,4482,6,2,852,3251.72
Plot  Area,Ready To Move,Michael Palaya,3 BHK,1200,3,0,200,8555.14
Super built-up  Area,20-Oct,Kanakpura Road,3 BHK,1300,3,1,69,1136.71
Super built-up  Area,19-Apr,Yelahanka,2 BHK,1330,2,1,93.65,1468.16
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,1210,2,1,65,7961.1
Built-up  Area,Ready To Move,Chikkalasandra,3 BHK,1350,2,2,54.2,2268.86
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,1900,2,2,65,8698.47
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1935,4,2,125,7242.77
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,1410,3,3,90,9646.76
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,1469,2,2,99.14,5376.7
Super built-up  Area,Ready To Move,Varthur,2 BHK,986,2,1,30,2216.29
Super built-up  Area,Ready To Move,RBI Layout,3 BHK,1460,2,2,87,6545.51
Super built-up  Area,19-Jan,Chandra Layout,3 BHK,1260,2,2,85.05,3600.68
Super built-up  Area,Ready To Move,Chandapura,3 BHK,1345,2,2,39.5,6908.58
Super built-up  Area,Ready To Move,Panathur,2 BHK,980,2,1,57,4116.05
Built-up  Area,Ready To Move,Kudlu Gate,2 BHK,1164,2,2,75,8274.53
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,929,1,2,51,6675.72
Built-up  Area,Ready To Move,Kundalahalli,2 BHK,1065,2,1,70,2737.24
Super built-up  Area,20-Jun,Budigere,2 BHK,1172,2,0,56.725,4197.53
Super built-up  Area,Ready To Move,Lakshmiamma Garden,3 BHK,3000,3,1,265,7355.17
Super built-up  Area,18-Apr,Electronic City,2 BHK,1020,2,1,30.27,1502.26
Super built-up  Area,Ready To Move,Gunjur,3 BHK,1362,3,1,62.63,2561.77
Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,672,1,1,36.85,755.11
Super built-up  Area,Ready To Move,Brookefield,3 BHK,1746,3,3,115,1164.93
Built-up  Area,18-Dec,Electronic City,2 BHK,1025,2,1,29.6,1339.67
Super built-up  Area,Ready To Move,Harlur,2 BHK,1532,2,1,65,1452.51
Super built-up  Area,Ready To Move,Guni Agrahara,3 BHK,1200,2,2,120,3701.62
Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,1250,2,2,65,3864.32
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1188,2,1,39,1249.44
Built-up  Area,19-Oct,Whitefield,4 BHK,3565,4,0,218,896.94
Super built-up  Area,19-Jan,Marathahalli,2 BHK,1170,2,2,85,1264.75
Super built-up  Area,Ready To Move,BEL Road,3 BHK,1800,3,2,150,7201.42
Plot  Area,Ready To Move,Madavara,2 BHK,1000,2,1,35,6595.57
Plot  Area,Ready To Move,Cooke Town,3 BHK,2600,3,1,375,7861.79
Plot  Area,Ready To Move,Nagarbhavi,5 BHK,1200,4,3,240,3388.39
Super built-up  Area,Ready To Move,Kasturi Nagar,4 BHK,2507,4,2,155,1141.45
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,1061,2,1,34,8734.61
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1290,2,2,69,895.87
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1200,2,1,42.6,1826.58
Super built-up  Area,18-May,Bharathi Nagar,2 BHK,1120,2,2,39.29,3643.27
Super built-up  Area,Ready To Move,Electronic City,1 BHK,418,1,1,12,1801.35
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,1333,3,1,50,1232.95
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1691,3,2,119,1534.65
Super built-up  Area,19-Dec,Thanisandra,1 BHK,747,1,0,34.355,983.46
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1700,3,3,250,333.08
Super built-up  Area,19-May,Thanisandra,3 BHK,2030,4,1,125,1059.13
Super built-up  Area,18-Mar,Balagere,2 BHK,1012,2,1,70,3894.98
Carpet  Area,Ready To Move,Kudlu,3 BHK,1245,2,1,60,5186.84
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1765,3,2,118,3028.77
Super built-up  Area,Ready To Move,Gottigere,2 BHK,1110,2,2,36.25,1506.51
Built-up  Area,Ready To Move,Akash Nagar,2 BHK,967,2,1,47.8,8529.08
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1044,2,2,36,1587.49
Super built-up  Area,Ready To Move,Brookefield,3 BHK,1518,3,3,80,1530.51
Super built-up  Area,Ready To Move,KR Puram,3 BHK,1300,2,2,57,1294.14
Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,1798,3,3,73,6316.66
Carpet  Area,Ready To Move,KR Puram,2 BHK,866.28,2,0,36.38,1297.42
Super built-up  Area,18-Feb,Whitefield,4 BHK,3410,5,3,253,1810.6
Super built-up  Area,Ready To Move,Singasandra,2 BHK,1179,2,2,56,4610
Super built-up  Area,Ready To Move,Rajaji Nagar,5 BHK,3600,5,2,510,302.86
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125,2,1,48,1581.58
Super built-up  Area,Ready To Move,Cambridge Layout,3 BHK,2098,3,1,210,4417.24
Super built-up  Area,Ready To Move,3rd Phase JP Nagar,3 BHK,2400,3,1,270,9230.81
Built-up  Area,Ready To Move,Haralur Road,3 BHK,1976,3,2,92,1830.86
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1190,2,2,61.8,3537.09
Super built-up  Area,Ready To Move,cooketown,3 BHK,1800,3,3,192,3744.72
Super built-up  Area,19-Sep,Jakkur,3 BHK,1761,3,1,84.52,6466.2
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,1700,3,3,120,7264.56
Built-up  Area,Ready To Move,Ramamurthy Nagar,4 BHK,900,4,1,70,1129.89
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2,1,64.8,1660.16
Super built-up  Area,Ready To Move,5th Stage BEML Layout,3 BHK,2000,3,2,85,7164.41
Built-up  Area,18-Dec,Electronic City,3 BHK,1220,2,1,35.25,1189.79
Super built-up  Area,19-Jan,Shauhardha Layout,1 BHK,509,1,1,20,3177.6
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1852,4,2,122,8251.05
Super built-up  Area,20-Dec,Varthur,2 BHK,1045,2,1,40.65,2429.51
Super built-up  Area,Ready To Move,Kaverappa Layout,4 BHK,3535,4,2,215,8841.32
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1102,2,2,53.67,1304.35
Super built-up  Area,Ready To Move,Omkar Nagar,4 BHK,1800,3,2,82,7039.54
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,1436,2,2,75,9110.64
Super built-up  Area,Ready To Move,Chikkadunnasandra,3 BHK,1397,2,2,52,9045.36
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1140,2,2,56,2743.04
Super built-up  Area,20-Jan,Balagere,1 BHK,645,1,1,55,4462.22
Plot  Area,Ready To Move,Bank Of Baroda Colony,5 BHK,2350,5,2,325,8426.02
Plot  Area,18-May,Nagarbhavi,3 BHK,1200,3,2,225,6031.56
Carpet  Area,Ready To Move,Bhoopsandra,3 BHK,2050,3,2,135,4344.29
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1335,2,1,95,1885.31
Plot  Area,Ready To Move,Thirumenahalli,2 BHK,2100,1,1,200,4386.73
Super built-up  Area,18-Dec,Hebbal,3 BHK,1255,3,2,77.68,830.97
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1140,2,1,59,824.34
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,2376,3,1,240,7356.21
Super built-up  Area,19-Mar,Thanisandra,1 BHK,663,1,1,46,1594.01
Super built-up  Area,Ready To Move,Victoria Layout,2 BHK,1276,2,0,146,5177.29
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,3,3,60.9,1184.01
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,1400,3,3,66,5376.46
Super built-up  Area,17-Oct,Divya Unnathi Layout,2 BHK,1339,2,1,53.56,7761.11
Built-up  Area,18-Dec,Electronic City,3 BHK,1220,2,1,35.23,869.76
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,2200,3,2,275,9503.81
Built-up  Area,Ready To Move,Harohalli,2 BHK,1305,2,2,52,4557.65
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1740,3,3,80,9997.71
Super built-up  Area,Ready To Move,Anekal,2 BHK,680,1,1,21,4514.57
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1154,2,2,47,1725.86
Built-up  Area,Ready To Move,Munnekollal,2 BHK,1200,2,2,40,4563.89
Super built-up  Area,Ready To Move,Hennur,2 BHK,1155,2,2,54.5,897.02
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1525,2,3,63,1849.92
Built-up  Area,Ready To Move,Giri Nagar,1 BHK,600,1,1,125,9011.26
Super built-up  Area,19-Dec,Hebbal,4 BHK,2470,5,2,192,1284.28
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,1100,2,1,60,7916.77
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1250,2,2,65,6899.46
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1400,2,1,70,3705.91
Super built-up  Area,Ready To Move,Ittamadu,3 BHK,1600,3,2,100,5205.39
Built-up  Area,Ready To Move,Electronic City,2 BHK,1060,2,1,55,1428.41
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1272,2,2,50,6397.61
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1296,2,2,105,1224.69
Built-up  Area,Ready To Move,Dollars Colony,4 BHK,2100,3,2,280,3782.91
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,1945,3,3,115,4161.15
Super built-up  Area,19-Nov,Chandapura,3 BHK,1033,2,2,30.47,4448.53
Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,3 BHK,2300,2,2,69,7038.37
Super built-up  Area,18-Aug,Gunjur Palya,2 BHK,1235,2,2,52.76,7602.46
Super built-up  Area,Ready To Move,3rd Block Koramangala,3 BHK,2100,3,1,270,4362.33
Super built-up  Area,Ready To Move,2nd Phase JP Nagar,2 BHK,850,2,1,42.5,5735.02
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1880,3,2,110,9625.95
Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,2450,4,2,368,4726.32
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1060,2,2,52,7678.52
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,2041,3,3,138,8181.05
Built-up  Area,Ready To Move,Hulimavu,2 BHK,1050,2,2,125,1337.75
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1037,2,1,36.28,9562.68
Built-up  Area,21-Dec,"Electronic city phase 1,",2 BHK,1150,2,1,39,8156.6
Super built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,1184,2,1,62,6205.47
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1680,3,2,126,1483.2
Super built-up  Area,18-Apr,Thanisandra,3 BHK,1411,3,2,100,1631.14
Plot  Area,Ready To Move,Hosa Road,5 BHK,900,5,0,55,7145.33
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,900,2,2,41,1854.44
Built-up  Area,Ready To Move,Jakkur Plantation,4 BHK,3500,4,3,320,5498.22
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1702,3,2,120,1159.86
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1185,2,2,45,1056.61
Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,1300,3,1,64,845.34
Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,1545,3,2,65,3301.1
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,1515,2,2,135,9090.39
Super built-up  Area,Ready To Move,Jigani,3 BHK,1300,3,3,55,6035.18
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1107,2,1,57,630.27
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,1720,3,2,106,7302.5
Super built-up  Area,Ready To Move,Kuvempu Nagar,3 BHK,1540,3,2,150,8944.53
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1000,2,1,44.5,1376.32
Super built-up  Area,21-Dec,Electronic City,1 BHK,710,1,1,40.42,1844.49
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1100,2,1,38,1231.33
Built-up  Area,Ready To Move,Sri Balaji Krupa Layout,4 BHK,3200,4,0,270,9486.95
Plot  Area,Ready To Move,Domlur Layout,2 BHK,900,2,2,160,7890.6
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1250,2,0,48,1108.61
Built-up  Area,Ready To Move,Kaggadasapura,5 BHK,2400,4,3,130,3128.17
